Wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303
233.766,-25,-23,-49,-26,-46,-28,-30,-28,-30,-40,-32,-63,-35,-39,-25,-30,-27,-53,-55,-45,-50,-38,-29,-26,-42,-41,-46,-6,-33,-56,-24,-27,-29,-48,-26,-30,-47,-51,-30,-34,-50,-49,-39,-21,-34,-32,-3,-53,-47,-44,-40,-22,-14,-41,-33,-37,-15,-28,-28,-44,-55,-33,-56,-37,-30,-31,-29,-34,-50,-37,-34,-25,-23,-22,-21,-39,-27,-37,-31,-40,-34,-31,-41,-26,-45,-29,-30,-37,-42,-41,-15,-48,-27,-33,-37,-11,-38,-49,-31,-39,5,-43,-40,-35,-37,-15,-41,-50,-44,-49,-45,-42,-54,-73,-64,-51,-41,-47,-42,-30,-30,-43,-41,-31,-20,-37,-16,-31,-37,-27,-10,-56,-25,-43,-39,-47,-32,-41,-39,-21,-25,-14,-29,-4,-40,-29,-46,-35,-41,-45,-28,-18,-40,-12,-22,-39,-48,-23,-34,-40,-34,-37,-40,-30,-20,-43,-38,-28,-13,-49,-33,-44,-30,-35,-39,-26,-44,-24,-28,-54,-20,-49,-24,-40,-21,-49,-39,-47,-60,-45,-55,-26,-40,-43,-38,-48,-9,-44,-44,-30,-40,-33,-21,-35,-31,-31,-35,-35,-44,-41,-49,-40,-36,-20,-44,-37,-40,-35,-46,-35,-42,-48,-53,-18,-33,-49,-55,-56,-36,-48,0,-65,-47,-10,-48,-46,-18,-25,-44,-43,-62,-56,-9,-42,-30,-37,-26,-31,-36,-21,-33,-39,-49,-29,-35,-34,10,-42,-17,-46,-56,-44,-58,-51,-35,-57,-30,-23,-32,-46,-43,-39,-47,-33,-24,-35,-37,-37,-59,17,-32,-37,-18,-32,-19,-32,-22,-39,-34,-48,-53,-28,-27,-49,-23,-41,-26,-53,-38,-38,-47,-36,-50
234.567,10,1,-16,-31,-25,-30,-33,-9,-37,-51,-16,-17,-22,-14,-24,-37,-56,-17,-28,-2,-12,-29,-24,-26,-35,-41,-30,-20,-21,-20,-34,-29,-22,-20,-13,-25,-29,-15,-43,-18,-14,-12,-21,-22,-32,-15,-14,-30,-11,-4,-15,-43,-39,-26,-37,-15,-47,-18,-32,-32,-38,-2,-2,-33,-51,-24,-23,-49,-45,-31,-34,-24,-34,-38,-22,-10,-34,11,-32,-39,-20,-33,-33,-26,-10,-35,-22,-51,-33,-35,-18,-19,-12,-8,-6,-21,-31,-14,-28,-45,-11,-38,-24,-30,-32,-12,-30,-46,-22,-25,-2,-23,-13,-37,-60,-6,-23,-26,-33,-24,-42,-40,-23,-7,-25,-37,-34,-40,-14,-22,-13,-25,-28,-45,-30,-11,-41,-10,-34,-15,-20,-64,-25,-25,-26,-33,-24,-27,-21,-17,-20,-22,-25,-13,-32,-15,-27,-42,-16,-25,-44,-32,-17,-31,-38,-40,-44,-23,-15,-33,-48,-34,-13,-33,-16,-35,-45,4,-25,-28,-25,-28,-62,-36,-46,-11,-34,-63,-26,-17,-37,-18,-15,-35,-44,-24,-29,-42,-25,-26,-39,-28,-20,-32,-10,-35,-18,-27,-51,-39,-3,-33,-33,-56,-20,-2,-28,-18,-38,3,-41,-35,-29,-39,-39,-25,-35,-31,-44,-41,-35,-29,-30,-16,-4,-39,-32,-33,-18,-34,-25,-17,-31,-43,-42,-33,-13,-18,-25,-30,-34,-36,-31,-40,-7,-22,-14,-41,-45,-21,-14,-12,-48,-21,-50,-28,-40,-33,-28,-37,-35,-26,-38,-31,-22,-15,-36,-22,-28,-21,-32,-28,-38,-25,-28,-20,-38,-25,-20,-27,-47,-13,-25,-20,-22,-34,-36,-41,-19,-28,-26,-29,-17
235.368,19,1,-10,-20,-30,-18,-7,3,-6,-21,7,-6,-4,-15,-14,16,-12,2,17,-9,-4,-3,-9,-10,1,2,-22,1,-11,-12,-7,-11,-22,-27,9,-6,-15,9,-18,-1,-16,4,10,0,-1,-11,5,3,-9,-10,-3,-25,-21,-15,-1,-11,-25,-20,18,4,-11,-22,7,-11,-1,-10,2,-6,25,-10,6,1,7,-6,-8,-7,-14,-7,15,-8,-14,-5,-6,-42,-4,-6,-24,-7,-7,1,-36,-24,-6,-22,-23,-13,-20,0,-20,-8,-10,-20,-24,-3,-14,-13,-5,8,2,2,-10,6,-34,-7,-14,-31,-19,-28,7,-15,-6,-1,-22,-19,18,-6,-10,-9,9,-31,-13,-16,-7,-12,-9,-10,-20,-6,-17,-36,-11,-28,0,5,-11,-10,-23,-27,-20,-22,7,5,11,-1,-2,1,-1,-16,-13,3,1,-23,-8,1,-15,-18,-16,-16,-19,-7,-9,-15,-30,1,-17,3,11,-13,-13,-9,5,6,-11,16,7,-20,2,-14,-19,-23,-3,-17,-11,-16,12,-22,-12,-19,-19,-16,-15,-2,-25,5,5,-41,-12,-19,-1,-11,-28,-7,-9,-21,-3,-23,4,-4,3,-7,-18,-19,3,5,3,-40,-7,-20,-13,-3,-24,-22,-6,-22,-18,-14,7,-9,8,-6,15,-23,-12,-3,-30,16,-4,-13,4,-7,-21,-8,-11,-16,-9,-21,-13,-5,-24,-8,-8,-28,5,-12,-18,2,-23,-38,-21,-7,-12,-21,-11,0,-27,-5,-8,-8,-27,-18,-14,-29,-13,-7,55,-2,-20,-19,-28,-5,-27,-5,-14,-19,-8,-27,-16,-3,0,-4,-3,-23,12
236.169,18,-16,-15,1,-13,-10,-25,-30,-21,-8,-33,-6,-18,-13,-14,-11,8,24,-24,-31,-43,-27,-29,-17,-17,-21,-25,-10,-25,-31,-25,0,-30,-18,-31,-7,-8,-41,-26,-14,-36,-11,-12,-4,-18,-32,-9,-13,-20,1,-14,-40,-8,-14,-20,-10,-9,-16,-2,-36,-20,-16,-13,-13,-11,-14,-13,-45,3,-29,-24,-19,-18,-22,-23,-23,3,-12,-5,-20,-30,-18,18,-15,-30,-2,-39,-15,-16,-36,-9,-31,11,-31,-17,-13,-20,-13,-19,1,-35,-20,-35,-13,-9,-19,-11,-31,-35,-38,-39,-49,-24,-18,-17,-19,-3,-22,-29,-23,-35,-21,-39,-4,-29,-40,-31,-37,-33,-24,31,-20,-12,9,-2,-21,-21,-16,-34,-12,-11,-6,-14,-19,2,-28,-19,-31,-17,-38,-5,-17,-7,-42,-51,-9,-29,-29,-4,-29,39,-14,-6,-24,-1,-19,-4,-13,-16,-16,6,1,-14,-23,-10,-17,-33,-21,-32,-23,-12,-21,-21,-24,-16,-22,-13,-13,0,-10,-25,-30,-3,-6,-5,-9,-17,-13,-38,-29,-4,-17,-33,-21,-29,9,-19,-33,-6,4,-14,-42,-5,-15,0,-28,-42,-19,-33,-23,-19,-14,-27,-23,-23,-24,-16,-15,-37,-20,-21,-32,-34,-38,-19,-7,-36,-5,-16,-5,-7,-29,-2,-7,-23,-30,-23,-41,-15,-5,-27,-37,-30,-15,-26,-29,-39,-37,-18,-30,-10,-7,-20,-16,-20,-10,-17,-8,-21,-28,-23,-39,-4,-17,-22,-14,-25,-13,-6,-42,-13,-13,-18,-30,-6,-13,-17,-42,-29,-33,-17,-41,-37,-22,-36,-22,9,-10,-53,-33,-30,-34,-19
236.97,0,-20,-17,-10,-41,1,-3,0,-16,-6,-19,-5,2,-19,-26,7,-12,-36,-15,-11,-30,0,7,-10,4,20,-21,-13,-13,-18,-17,-11,-25,-13,-29,-20,-35,-11,-7,-18,-14,-2,-5,-15,-5,-24,-16,-11,-11,-1,-20,-13,6,4,-6,-25,-12,3,-19,4,8,-4,-13,1,32,-20,11,-16,-13,-13,-17,-4,-10,4,-11,2,-9,4,-22,-22,-7,-9,10,-21,-6,-5,-18,1,-14,-19,-1,-10,-6,-15,18,-33,0,-9,-22,-16,-8,-10,-5,-8,-20,-10,-15,-11,-9,-13,2,-14,-14,-5,-24,-5,-1,-8,-14,7,-19,-29,-18,2,-23,3,-7,-3,-11,-15,13,-12,-16,-13,-19,-8,-18,-26,7,-20,-26,-24,0,-6,7,-18,-20,1,6,-19,-18,-11,-22,-28,-14,16,-10,-30,8,16,16,-3,1,1,-12,-13,19,-11,-5,-4,-19,-11,1,-21,-21,-14,-24,7,0,-25,-4,-32,-21,-17,-4,-13,0,-18,-26,-19,-39,-16,10,-23,-40,5,-8,-12,-16,0,-5,-6,-15,-29,-23,-17,-35,-18,-14,-12,-17,-13,1,-17,-12,-41,-36,-12,-13,-5,-4,-3,-9,-33,-17,-3,-20,-30,-2,-29,5,-28,-38,-16,-9,-21,-2,-28,-6,-1,-15,-1,-7,-21,-18,-22,-1,18,-25,-7,4,-25,7,4,-13,-23,0,-7,-25,-20,-12,-10,-21,-5,-25,5,-30,1,3,-5,-22,-26,-17,-10,-19,-26,-23,-1,-19,-23,-16,-14,7,-27,-20,-21,-23,-47,-9,-8,-24,-20,-14,-17,-29,-45,-25,-24,-13,-18,-5,-6,-5
237.771,-21,-30,-13,-19,-25,-14,-11,-8,-37,-30,-34,-32,-26,-42,-43,-27,-18,-13,-20,-29,-27,-21,13,-23,-35,-11,-39,-19,-7,-14,-18,-16,-21,-28,-53,-23,-30,-30,-7,-17,-21,-35,-26,-19,-31,-18,-46,-27,-24,-26,-34,-39,-25,-9,-9,-25,-30,-50,-14,-36,-12,-45,-40,-11,-9,-26,-3,-37,-29,-33,-19,-19,-16,-25,-13,-36,-12,-17,-24,-28,-31,-10,-11,-41,-25,-13,-21,-25,-19,-21,-32,-18,-24,-31,-19,-30,-33,-27,-8,-32,-20,-26,-42,-42,-21,-40,-19,-39,-30,-29,-33,-41,-11,-37,2,-28,-21,-30,-31,-27,-39,-22,-35,-24,-20,-43,-26,-8,-39,-6,-53,-56,-25,-42,-12,-14,-54,-17,-32,-7,-23,-23,-27,-30,-38,-7,-23,-56,-9,-1,-20,-19,-20,-46,-43,-22,-32,-18,-31,-30,-27,-29,-38,-29,-26,-36,-11,-20,-43,-35,-21,-8,-33,-8,-14,-3,-20,-46,-24,-35,-48,-29,-22,-16,-27,-17,-34,-38,-32,-25,-24,-55,-18,-16,-11,-22,-21,-36,-28,-37,-46,-23,-27,-12,-38,-42,-2,-20,-20,-25,-31,-42,-24,-12,-38,-29,-34,-46,-33,-48,-45,-44,-29,-31,-21,-29,-24,-36,-26,-38,-24,-37,-20,-25,-30,-29,-35,-29,-32,-24,-27,-32,-25,-49,-27,-19,-29,-14,-44,-27,-19,-10,-25,-25,-20,-37,-35,-33,3,-25,-32,-48,-45,-52,-10,-23,-11,-18,-28,-29,-26,-32,-42,-37,-16,-16,-21,-33,-20,-30,-34,-33,-21,-14,-6,-40,-15,-44,-31,-52,-33,-26,-30,-37,-18,-37,-33,-43,-29,-37,-16,-56,-31
238.572,-3,-32,-50,-48,-9,-41,-33,-39,5,-34,-56,-43,-39,-27,-28,-29,-46,-17,-46,-35,-40,-35,-36,-55,-44,-25,-35,-32,-43,-24,-15,-35,-53,-30,-49,-27,-31,-24,-34,-99,-25,-52,-31,-21,-44,-34,-53,-39,-28,-46,-42,-42,-56,-51,-27,-26,-40,-13,-40,-20,-43,-37,-39,-45,-58,-40,-24,-25,-41,-40,-51,-28,-65,-35,-53,-13,-47,-11,-32,-52,-48,-49,-11,-41,-11,-50,-47,10,-31,-24,-45,-34,-26,-42,-45,-47,-28,-33,-12,-59,-52,-33,-38,-37,-40,-44,-45,-69,-55,-51,-49,-60,-69,-27,-42,-21,-10,-37,-43,-46,-37,-32,-60,-36,-39,-49,-43,-46,-21,-35,-23,-49,-48,-15,-45,-28,-27,-21,-23,-22,-22,-36,-37,-25,-19,-43,-16,-30,-49,-49,-22,-35,-39,-33,-56,-38,-50,-45,-44,-43,-30,-46,-15,-40,-25,-50,-14,-38,-34,-41,-46,-33,-29,-35,-80,-28,-21,-42,-43,-36,-41,-38,-37,-36,-39,-38,-17,-28,-31,-41,-29,-55,-38,-30,-52,-52,-29,-29,-23,-15,-48,-66,-52,-34,-23,-30,-41,-48,-42,-34,-42,-27,-31,-42,-32,-39,-38,-49,-29,-49,-29,-42,-37,-48,-22,-53,-44,-50,-32,-111,-40,-57,-53,-18,-34,-32,-60,-47,-31,-51,-41,-55,-28,-20,-37,-21,-35,-33,-21,-31,-35,-54,-26,-62,-34,-61,-27,-21,-43,-39,-37,-36,-44,-35,-51,-54,-66,-27,-46,-45,-28,-43,-47,-38,-45,-54,-60,-51,-40,-43,-62,-24,-61,-51,-40,-30,-45,-21,-36,-36,-24,-59,-37,-36,-29,-45,-56,-9,-46,-46,-47,-39,-31
239.373,-7,-32,-33,-34,-37,-15,-26,-23,-25,-15,-37,-33,-18,-38,-31,-38,-46,-21,-18,-29,-28,-34,-39,-9,-40,-9,-43,-38,-36,-38,-44,-36,-33,-32,-28,-39,-18,-20,-25,-29,-54,-44,-5,-26,-31,-36,-26,-29,-19,-39,-42,-21,-43,-32,-17,-16,-31,-30,-17,-38,-28,-23,-23,-34,-45,-33,15,-29,-36,-27,-43,-24,-23,-25,-32,-36,-43,-20,-37,-28,-13,-35,-13,-37,-36,-41,-34,-38,-24,-32,-38,-52,-45,-47,-46,-65,-36,-38,-28,-28,-41,-34,-40,-20,-45,-35,-71,-32,-53,-43,-47,-35,-27,-26,-15,-38,-58,-30,-33,-28,-29,-17,-17,-36,-29,-45,-29,-47,-40,-22,-45,-32,-2,-28,-43,-29,-46,-13,-45,-20,-14,-54,-28,-20,-22,-41,-58,-34,-40,-57,-45,14,-33,-29,-29,-38,-19,-20,-25,-41,-40,-34,-44,-76,-24,-31,-34,-16,-36,-20,-19,-12,-43,-22,15,-27,-41,-25,-47,-25,-26,-13,-28,-28,-35,-42,-13,-37,-38,-38,-42,-47,-30,-44,-22,-27,-20,-20,-30,-50,-36,-45,-35,-66,-26,-43,-30,-38,-27,-28,-40,-18,-33,-39,-30,-20,-38,-26,-27,-16,-27,-48,-25,-10,-43,-34,-26,-28,-45,-14,-82,-41,-47,-47,-35,-41,-31,-43,-40,-39,-29,-44,-48,-38,-61,-36,-68,-33,-34,-52,-35,-18,-38,-38,-45,-35,-27,-63,-52,-34,-42,-24,-42,-48,-45,-47,-18,-31,-35,-22,-46,-53,-40,-36,-32,-23,-22,-40,-32,-35,-37,-27,-45,-38,-25,-45,-62,-34,-46,-15,-28,-33,-47,-40,-24,-36,-26,-54,-40,-26,-46,-42,-40
240.174,-21,-2,-3,-27,-30,-27,-26,-23,-14,-16,-28,-21,-31,-26,-15,-25,-18,-6,2,-21,-33,-41,0,-20,-42,-28,6,-23,-8,-15,2,-12,-25,-19,1,-11,-18,-2,-21,-29,-30,-19,-12,-10,-77,-24,-16,-10,-18,-13,-7,20,-24,-37,-14,-11,-8,8,-29,-26,-26,-24,-34,-18,-29,-7,-30,4,0,-24,-24,-11,-5,-27,-13,-17,-28,-40,-34,-22,-33,-39,-17,-19,-17,-7,-47,-13,-26,-28,-10,-33,-34,-25,-28,-16,-10,-14,-17,-29,-5,-20,3,-12,4,-27,-27,-41,-17,-11,-7,-28,-10,-25,-8,-19,-13,-25,-34,-7,-23,-18,-13,-18,-14,-38,-23,-24,-18,-14,-40,-18,-14,-35,-9,2,-14,-22,-3,-18,-15,11,-9,-27,-3,-20,-11,-31,-10,13,-34,-24,1,-27,-3,-40,-26,-26,4,-42,-10,-15,-1,-24,-14,-11,-16,-28,-2,4,-13,-11,-17,-25,-7,-14,-6,-14,-22,-19,-46,-24,-18,-20,-14,-7,-28,2,4,-3,-8,-21,1,-25,-20,-22,-20,-24,1,-20,2,-28,-28,-36,-70,-23,-21,-30,-23,-22,-27,-33,-24,-17,-40,-16,-9,-15,-40,-13,-29,-29,-9,-19,-17,-24,-34,-33,-48,-30,-42,-26,-21,-21,-15,-15,-30,-42,-18,-38,-17,-24,-25,-35,-33,-39,-29,-10,-25,-10,-29,-36,-19,-11,-31,-24,-25,-16,-37,-33,-29,-17,-20,-30,-24,-13,-34,-28,-32,-28,-41,-37,-34,-14,-9,-19,-28,-10,-33,-21,-30,-12,-87,-35,-27,-34,-24,-23,-22,-8,-22,-20,-12,-13,-14,-25,-9,-9,-26,-12,-29,-25,-3
240.974,14,-18,-18,-25,-28,-13,-15,-10,-6,-3,-21,-24,-25,-25,-27,4,12,-24,-19,-31,-1,-8,-26,-27,-24,-8,6,-12,-66,-31,-12,-31,-12,-6,-16,-36,-11,-1,-15,-13,-31,-15,-8,-9,-12,-16,-8,-29,-21,-14,-18,-6,-29,0,-21,-14,-6,-24,-29,-22,-10,-26,-14,-13,-20,-10,-10,-34,-20,-18,-20,-6,-21,-8,-23,-1,-20,-6,-27,-15,-9,-14,11,-22,-7,-24,-17,3,-13,-41,0,-17,-1,-17,-21,-14,-26,-28,-33,-4,-32,-15,-16,-22,-4,1,-19,-33,-8,-16,-9,-17,-31,0,-16,8,-26,10,-7,-12,-3,-24,-19,-7,-11,-14,-23,-31,-9,-13,-21,-30,-28,-20,-13,-2,-69,-7,-34,-4,3,0,-6,-7,10,5,-18,-9,-17,-5,-9,-19,-23,2,3,-8,-15,-15,-8,-14,-2,3,-27,-19,-20,-18,-8,-13,-20,-16,-1,-25,-5,-32,-2,-7,-34,-24,-18,-20,-30,-14,-10,-14,-10,-34,-8,-21,-21,-23,-29,-4,-5,-15,-12,-41,-16,-14,18,-6,-20,-13,-5,-18,-11,-6,-35,-25,-25,-22,-26,-10,-37,-4,-4,-10,-8,-10,-2,-24,-12,-13,-4,-24,-24,-21,-30,-7,3,-36,-21,-26,-7,-26,-18,-10,-5,-18,-27,-10,-17,-16,-15,-12,-39,7,0,-13,-10,-23,10,-8,-8,-12,-22,-19,-26,-17,0,-6,-10,-15,-30,-22,8,-25,-5,-5,-26,-22,-33,-25,-24,-5,-23,-21,-21,-6,-15,-35,-16,-21,-30,-29,-36,-24,-37,1,-16,-18,2,-16,-23,-20,-32,-10,-30,-20,-22,-17,-18,-21,-28
241.775,8,-13,-8,-43,-10,-3,-31,0,-26,-15,-1,-16,-15,-9,-23,-25,-5,-16,-18,-8,-11,-4,-19,-17,9,-15,-23,-13,-21,-19,-21,-12,0,-12,-26,-25,-29,-3,-13,-10,-16,-33,-23,-39,-1,-13,-17,-1,-14,-23,-21,5,-20,-24,-22,-24,-25,-35,-3,-16,-12,-8,-20,-19,-18,-27,-23,-26,-10,-24,-9,-9,-12,-16,-32,-16,-4,-10,-16,-14,-27,-17,-17,-22,-18,-6,-8,-32,-27,-30,2,-11,-12,-29,-21,-1,-26,-23,-12,-18,-16,-9,-13,-17,-24,-20,-5,-13,-19,-78,-24,-28,7,-22,-15,-12,-6,-17,-31,-13,7,-17,-25,-36,-30,-17,-27,-26,-23,-27,-16,-16,-10,-9,-18,-21,-19,-10,-14,-41,-27,-25,-17,-5,-25,-11,-21,-8,-18,-4,-4,-15,-18,-15,-5,-19,-8,3,-23,-7,-27,-22,-37,-6,-15,-18,-5,-26,-33,-29,-2,-14,-22,4,-9,1,-36,1,-40,-1,-30,2,-9,-16,-3,-20,-11,-29,-8,-8,-12,-35,-55,-10,-13,-9,-26,-10,-18,-12,-9,-19,-33,-10,-17,-29,-25,-40,-18,-24,-27,-3,-24,-10,-19,-8,-23,-29,-34,-14,-36,8,-32,-25,-14,-22,2,-24,-21,-15,-30,-6,-34,-6,23,-18,-31,-12,-26,-2,-17,-12,-22,-14,-7,-21,-6,-67,-24,-17,-7,1,-6,-8,-10,-22,3,-38,-32,2,-28,-4,-14,-14,-25,9,-27,-3,-18,-24,-33,-12,-17,-22,-12,-36,-4,-36,-24,-27,-23,-22,-30,-7,-25,-24,-3,-30,-15,-18,-14,-35,-45,-20,-25,-26,-26,-31,0,-36,-16,-28,-57
242.576,18,0,-13,-18,13,3,-15,-28,-2,-29,-40,-12,-14,-30,-8,-17,-13,-15,-9,-16,10,-10,-44,-16,-22,-19,-24,-20,-2,-6,-10,-6,-33,-11,-23,-26,-16,-4,-21,-26,-5,-32,-14,-11,-20,-23,13,-30,-28,-27,-25,-25,-10,-6,-8,-29,-28,-9,-22,-16,-30,-17,-6,-25,17,-12,-14,-21,-23,-20,-30,0,-21,-32,-15,-31,-10,-18,-14,-28,-28,-29,-12,7,-22,-21,-10,-3,-24,-6,-15,-15,-9,-31,1,-36,-10,-31,-16,-24,-12,-5,-3,-23,-14,-22,-15,-31,-18,-6,1,-24,-25,-12,-33,-21,-15,-13,-20,-25,-21,-22,-28,-10,-40,-3,12,-7,-15,-16,-18,-1,-24,-6,-23,-8,-26,-19,-40,-29,-15,2,-17,1,-18,-2,-12,-13,-11,-15,3,-8,-6,-23,6,-17,-15,-21,-14,-4,-11,-11,-8,-22,7,-17,-29,-9,-7,-23,-19,9,-7,-36,-18,-24,-17,-29,-8,-26,-7,-9,-29,-16,-4,-11,-19,-16,-42,-13,-27,-16,-11,-19,-14,-14,-11,-17,-10,-34,-18,3,-28,-17,-20,-23,-21,-18,-9,-7,-21,-22,-34,-19,-30,-32,-15,-15,-15,-31,-19,-15,-11,-18,5,-7,-8,-27,-6,-32,-12,-15,-35,-15,-9,-16,-28,-6,-6,-34,-11,-28,-18,-32,-17,-33,-42,-5,-5,14,-30,-23,-27,-33,11,-21,-2,1,-24,-10,-21,-10,-24,-26,-14,-23,-1,-32,-13,-15,4,-44,-32,-21,7,-25,-38,-14,-30,4,-25,-6,-19,-14,-10,-7,-41,-19,-36,-8,-30,-18,-33,-18,-7,-9,-20,-25,-37,-27,-34,-6,-30
243.377,20,-20,-25,-19,-23,-14,-25,-34,-11,-42,-35,-17,-19,-23,-10,-21,-19,-1,-9,-3,-14,1,18,-15,-10,-15,-20,-11,-18,-11,-4,-12,-19,-24,-48,-22,-17,-18,-25,-19,-13,-14,-7,-3,-10,-10,-19,-9,-20,-10,-7,-25,-22,-10,-23,-42,-20,-9,-33,-15,-22,-32,-34,-25,-9,-13,-25,-25,-34,-22,-30,-6,-12,-23,-16,-30,-14,-40,-35,-36,-71,-24,-25,-19,-24,-23,15,-21,-32,-26,-43,-26,-47,-20,-33,-3,-10,-21,-32,-28,-21,-3,-8,-30,-43,-32,-10,-8,-23,-42,-44,16,-34,-29,-6,-17,-15,-57,-43,-32,-45,-31,-43,-30,-3,-17,-19,-20,-14,-9,-27,-26,-5,-48,-30,-9,-5,-15,-25,-24,-31,-19,-24,-8,-43,-17,-49,-31,-18,-19,-17,-17,-29,-55,-37,-21,-34,-22,-45,-21,-14,-27,-22,-18,-14,-4,-11,-16,-12,-12,-24,-18,-16,-13,-13,-16,-3,-27,-16,-17,-29,-45,-16,-18,-14,-29,-19,-29,-43,-47,-33,-60,-13,-22,-13,-34,-34,-38,-31,-17,-18,-31,-10,-3,-19,-18,1,-23,-8,-34,-28,-29,-19,-12,-35,-2,-29,-29,-22,4,-42,-26,-29,-35,-12,-21,-37,-24,-43,-13,-17,-35,-32,-18,-24,-25,-24,-44,-4,-20,-23,-28,-36,-11,-43,-34,-24,-31,-25,-34,-14,-31,-17,-31,-19,-28,-34,-38,-18,-29,-21,-6,-39,-10,-11,-30,-25,-16,-26,-29,-37,-15,-42,-38,-14,-14,-47,-32,-18,-30,-25,-24,-7,-33,-13,-13,-15,-21,-31,-40,-28,-13,-54,-46,-18,-16,-37,-31,-20,-29,-29,-5,-48
244.178,-17,-31,-26,-30,-47,-8,-65,-44,-51,-40,-42,-21,-26,-37,-30,-41,-31,-51,-31,-25,-51,-57,-46,-26,-41,-30,-31,-16,-46,-24,-33,-48,-19,-26,-56,-26,-41,-31,-41,19,-9,-16,-38,-71,-53,-24,-40,-49,-31,-21,-36,-38,-44,-23,-31,-32,-46,-20,-23,-35,-47,-54,-59,-35,-33,-44,-33,-30,-48,-52,-36,-52,-23,-54,-45,-25,-64,-8,-33,-49,-35,-48,-49,-46,-11,-36,-46,-55,-17,-26,-47,-45,-57,-53,-54,-38,-41,-45,-43,-35,-39,-28,-35,-44,-24,-18,-60,-33,-77,-48,-24,-50,11,-41,-52,-40,-43,-57,-49,-38,-48,-39,-49,-53,-41,-39,-56,-32,-47,-53,-40,-31,-37,10,-43,-33,-31,-41,-20,-47,-36,-25,-29,-2,-32,-26,-26,-48,-25,-18,-33,-24,-20,-36,-36,-26,-39,-37,-30,-33,-37,-18,-23,-44,-29,-46,-16,-26,-25,-48,-45,-54,-27,-43,-34,-67,-45,-21,-43,-40,-47,-52,-29,-42,-37,-42,-54,-35,-48,-28,-40,-43,-38,-45,-40,-33,-28,-36,-62,-34,-15,-40,-34,-58,-23,-18,-49,-49,-16,-37,-48,-37,-18,-45,-26,-34,-43,-40,-48,-33,-29,-69,-55,-30,-37,-36,-43,-47,-58,-41,-35,-29,-27,-59,-40,-36,-27,-39,-33,-27,-39,-38,-47,-42,-53,-48,-37,-47,-57,-49,-43,-32,-14,-34,-34,-46,-27,-44,-41,-33,-37,-45,-50,-61,-34,-27,-53,-44,-36,-60,-13,-25,-51,-47,-45,-32,-26,-49,-31,-47,-37,-56,-48,-30,-36,-49,-50,-34,-23,-34,-59,-18,-28,-55,-73,-49,-57,-49,-69,-36,-33,-41,-24
